_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,human_relation,human_relation:confidence,human_relation_type,human_relation_type:confidence,documentid,gold,human_relation_gold,human_relation_gold_reason,human_relation_type_gold,human_relation_type_gold_reason,text
711483755,false,finalized,3,4/29/15 16:29,personal experience,1,was effective against,0.3497,274,false,,,,,"so after 3 more surgeries, i tried <font color=""blue"">lupron</font> 3 more times and all i can remember is thinking i was going to <font color=""red"">bleed</font> to death, if the pain didn't kill me first."
711483756,false,finalized,3,4/29/15 23:12,personal experience negated,0.68,caused side effect,0.68,275,false,,,,,"i still have had no <font color=""red"">af</font> - thats since i came off <font color=""blue"">depo</font> so 9 months now!"
711483757,false,finalized,3,4/30/15 8:26,personal experience,1,caused side effect,0.6737,276,false,,,,,"<font color=""blue"">paxil</font> made my <font color=""red"">rls</font> go from mild to severe"
711483758,false,finalized,3,4/29/15 22:25,impersonal experience,0.6471,caused side effect,0.7059,277,false,,,,,"i have prescribed <font color=""blue"">vicodin</font> to soothe the pain because they are very intense, but i have read in findrxonline that this medicine cause <font color=""red"">insomnia</font> and allergies, although so far i have no problems."
711483759,false,finalized,3,4/29/15 16:37,impersonal experience,0.6596,caused side effect,1,278,false,,,,,"hi again 6blues, i re-read my response to you on the other thread about levaquin, and forgot to explicity mention that <font color=""red"">muscle soreness</font>  a possible side-effect of <font color=""blue"">levaquin</font>."
711483760,false,finalized,3,4/29/15 18:24,impersonal experience,1,caused side effect,1,279,false,,,,,"side effects with <font color=""blue"">pseudoephedrine</font> may include nervousness, restlessness, <font color=""red"">dizziness</font>, or insomnia."
711483761,false,finalized,3,4/29/15 21:36,personal experience,1,caused side effect,0.6471,280,false,,,,,"<font color=""blue"">metformin</font>, i couldn't tolerate it at all, will not take actos or avandia due to <font color=""red"">edema</font> side effects."
711483762,false,finalized,3,4/30/15 10:36,personal experience,1,other,0.633,281,false,,,,,"google <font color=""blue"">vitamin d</font> deficiencies and <font color=""red"">chronic back pain</font>."
711483763,false,finalized,3,4/30/15 7:41,personal experience,1,other,0.66,282,false,,,,,"the doctor has given me ultram er (gave me <font color=""red"">insomnia</font>), relafen (also gave me insomnia), and <font color=""blue"">daypro</font> (didn't seem to help much and gave me nausea and diarrhea)."
711483764,false,finalized,3,4/29/15 18:28,impersonal experience,1,is contraindicated in,1,283,false,,,,,""" <font color=""blue"">metformin</font> should not be taken by people with <font color=""red"">acidosis</font>, including those with diabetic ketoacidosis."
711483765,false,finalized,3,4/29/15 22:25,personal experience negated,0.6667,caused side effect,0.6667,284,false,,,,,"i am on <font color=""blue"">lamictal</font> and abilify togeather they are working great and no <font color=""red"">weight gain</font>."
711483766,false,finalized,3,4/29/15 21:06,impersonal experience,0.7,caused side effect,1,285,false,,,,,"<font color=""blue"">remicade</font> can make your blood pressure drop which could cause <font color=""red"">fainting</font>."
711483767,false,finalized,3,4/29/15 16:37,impersonal experience,0.6853,caused side effect,1,286,false,,,,,"if they used glucagon she may <font color=""red"">vomit</font> from the injection of <font color=""blue"">glucagon</font>."
711483768,false,finalized,3,4/29/15 20:39,impersonal experience,0.7004,is prescibed for,0.3502,287,false,,,,,"there are a range of orals that can help, even a few type-1s also have <font color=""red"">insulin resistance</font> and need both orals and <font color=""blue"">insulin</font>."
711483769,false,finalized,3,4/30/15 5:58,personal experience,1,caused side effect,1,288,false,,,,,"i started taking <font color=""blue"">entocort</font> about a month ago, and it caused me to have <font color=""red"">chronic headaches</font>."
711483770,false,finalized,3,4/30/15 0:54,personal experience,0.6379,other,0.6379,289,false,,,,,"i also had some remarkable <font color=""red"">hypos</font> - making nme very thankful that i had not taken <font color=""blue"">insulin</font> and oral nmeds ogether  as the consequences could have been drastic."
711483771,false,finalized,3,4/29/15 21:38,personal experience,1,other,0.6736,290,false,,,,,"i am <font color=""red"">hyper</font> and agitated, and can't tell whether it's the <font color=""blue"">lamictal</font> or me."
711483772,false,finalized,3,4/29/15 22:40,personal experience,1,was effective against,0.6531,291,false,,,,,"i started on <font color=""blue"">flagyl</font> a week before my hospitalization and the diarrhea stopped and my bms were very formed (almost <font color=""red"">constipated</font>)."
711483773,false,finalized,3,4/29/15 18:45,impersonal experience,1,caused side effect,1,292,false,,,,,"<font color=""blue"">ambien</font> is a medicine that very easily causes amnesia and <font color=""red"">hallucinations</font>."
711483774,false,finalized,3,4/29/15 22:35,personal experience,1,caused side effect,1,293,false,,,,,"i have a <font color=""red"">low ring in my ears</font> constantly that i only have on a higher <font color=""blue"">dose of diamox</font>."
711483775,false,finalized,3,4/29/15 21:31,personal experience,0.68,caused side effect,1,294,false,,,,,"i mentioned <font color=""blue"">peptobismol</font> can turn your <font color=""red"">stool black</font> and it's because it contanis bismuth subsalicylate."
711483776,false,finalized,3,4/30/15 3:42,personal experience,1,caused side effect,1,295,false,,,,,"i've been on <font color=""blue"">lexapro</font> for a few months and just this week i started getting <font color=""red"">night sweats</font>."
711483777,false,finalized,3,4/29/15 17:28,impersonal experience,0.6809,caused side effect,1,296,false,,,,,"<font color=""blue"">lamictal</font> can sometimes be more helpful on depression than mania but also is less likely to cause <font color=""red"">weight gain</font> and sedation than depakoate but again this is an individual reaction."
711483778,false,finalized,3,4/29/15 18:28,personal experience,1,caused side effect,0.6327,297,false,,,,,"as a result, it is very hard for me to loose weight, and i have <font color=""red"">excess hair growth</font> from the level of <font color=""blue"">testosterone</font>."
711483779,false,finalized,3,4/30/15 1:53,question,1,other,0.6327,298,false,,,,,"thankyou for responding to me, is lack of <font color=""blue"">progesterone</font> a sympton of <font color=""red"">pcos</font>, as he said that my hormone levels were high."
711483780,false,finalized,3,4/29/15 22:11,personal experience,0.6875,other,0.375,299,false,,,,,"cutting <font color=""red"">bleeding</font> and lots of <font color=""blue"">xanax</font>, suppose whatever it takes to get me through, notihng matters anymroe i just needed it to all stop					posted on 04/05/08, 12:53 pm"
711483781,false,finalized,3,4/29/15 20:50,impersonal experience,0.682,other,0.6486,300,false,,,,,"jerriefibromyalgia,degenerative disc disease,rheumatiod arthritis,<font color=""red"">depression</font>,asthmacymbalta, savella,neurotin,predisone,<font color=""blue"">morphine</font>,percocet for break through painjuiceplus,coq10,malic-acid/magnesium,probiotics,fish oilback to top"
711483782,false,finalized,3,4/29/15 18:38,impersonal experience,0.6242,other,1,301,false,,,,,"if you also have <font color=""red"">pcos</font> then you are <font color=""blue"">insulin</font> resistant."
711483783,false,finalized,3,4/29/15 18:35,personal experience,0.6939,caused side effect,1,302,false,,,,,"as i have written before, i've taken so many that the <font color=""blue"">antibiotics</font> now seem to be causing another <font color=""red"">infection in my intestines</font>."
711483784,false,finalized,3,4/29/15 19:59,impersonal experience,1,caused side effect,1,303,false,,,,,"<font color=""red"">hair loss</font> and problems with memory can happen with <font color=""blue"">lithium</font> and depakote, but i haven't heard of it with lamictal."
711483785,false,finalized,3,4/30/15 8:26,personal experience,1,caused side effect,1,304,false,,,,,"i was on an antibiotic and <font color=""blue"">prednisone</font> last month, and i how have the full-blown <font color=""red"">thrush</font>."
711483786,false,finalized,3,4/29/15 18:40,personal experience,1,caused side effect,1,305,false,,,,,"70, type 2since i began with <font color=""blue"">metformin</font> six months ago, i have had vivid, dreams and <font color=""red"">borderline nightmares</font> every night."
711483787,false,finalized,3,4/30/15 8:26,personal experience,1,is prescibed for,1,306,false,,,,,"my doctor gave me <font color=""blue"">oxycodone</font> and antivert to help with my <font color=""red"">headache</font> and dizziness."
711483788,false,finalized,3,4/29/15 21:38,personal experience,0.6667,caused side effect,1,307,false,,,,,"err, i can't take the <font color=""red"">memory loss</font>, hoping it was gonna get better, but i think this is just a side effect of the <font color=""blue"">keppra</font>, people5back to top"
711483789,false,finalized,3,4/29/15 17:09,personal experience,1,is prescibed for,0.6863,308,false,,,,,"<font color=""red"">af</font> came today, so i will call in the morning to set up an appt for the hsg test and i'll go ahead and start the <font color=""blue"">100mg clomid</font> on days 5-9."
711483790,false,finalized,3,4/30/15 1:09,impersonal experience,0.7019,is prescibed for,0.6585,309,false,,,,,"i worked many years for the company responsible for <font color=""blue"">rituxan</font>, idec, the first monoclonal antibody for <font color=""red"">cancer</font> and has helped many people with nhl."
711483791,false,finalized,3,4/29/15 19:17,personal experience,0.6875,caused side effect,1,310,false,,,,,")yesterday because i value their opinion and since he said that coreg worsens <font color=""red"">asthma</font> and i am on <font color=""blue"">coreg</font> why not check it out?"
711483792,false,finalized,3,4/29/15 21:40,personal experience,1,caused side effect,1,311,false,,,,,"so i have to go off my <font color=""blue"">6mp</font> because it caused me to go into chemo induced <font color=""red"">anemia</font>."
711483793,false,finalized,3,4/29/15 22:08,impersonal experience,0.6735,other,0.6939,312,false,,,,,")geezee if he thought <font color=""blue"">steroids</font> then maybe he should've given you the trigger point injections or <font color=""red"">nerve blocks</font> as they have steroids in them which would accually target the area better..."
711483794,false,finalized,3,4/29/15 17:15,personal experience,1,caused side effect,1,313,false,,,,,"often they will have you take both mtx and <font color=""blue"">plaquenil</font>..... i did really well on these 2 for the first couple of years until i got <font color=""red"">eye problems</font>."
711483795,false,finalized,3,4/29/15 18:46,personal experience,1,caused side effect,1,314,false,,,,,"i seem to be tolerating the <font color=""blue"">tamoxifen</font> fairly well, the main side effects being <font color=""red"">hot flashes</font> and mild nausea."
711483796,false,finalized,3,4/29/15 17:53,impersonal experience,0.6487,caused side effect,0.6707,315,false,,,,,"<font color=""red"">weight gain</font> wise i've read good things about geodon (<font color=""blue"">ziprasidone</font>) and seroquel (quetiapine)."
711483797,false,finalized,3,4/30/15 1:18,impersonal experience,0.6585,caused side effect,0.6585,316,false,,,,,"they do it this way, because <font color=""red"">low blood sugar</font> can pose a greater immediate danger than high blood sugar--and more <font color=""blue"">insulin</font> could mean too low blood sugar."
711483798,false,finalized,3,4/30/15 8:34,personal experience,0.6623,is prescibed for,0.3377,317,false,,,,,"it has been about 5 days of taking the <font color=""blue"">valtrex</font> and the <font color=""red"">bleeding</font> is still there but it is definitely improved."
711483799,false,finalized,3,4/29/15 19:01,personal experience,1,caused side effect,1,318,false,,,,,"cmomom i have tried arava(<font color=""blue"">leflunomide</font>) but had bad side effects-nausea, vomiting, <font color=""red"">hair loss</font>."
711483800,false,finalized,3,4/29/15 18:28,personal experience,1,caused side effect,1,319,false,,,,,"i recently started <font color=""blue"">lexapro</font> and have noticed a weird <font color=""red"">change in body odor</font>."
711483801,false,finalized,3,4/29/15 17:04,personal experience,1,other,0.6739,320,false,,,,,"im talking about riba <font color=""red"">rash</font> and <font color=""blue"">incivek rash</font>."
711483802,false,finalized,3,4/29/15 16:38,personal experience,1,other,0.6875,321,false,,,,,"i still did not get <font color=""red"">af</font> on my own, i had to take <font color=""blue"">prometrium</font> x 10 days to initiate one."
711483803,false,finalized,3,4/30/15 2:43,personal experience,1,caused side effect,1,322,false,,,,,"my stomach had seemed to be getting a bit better, but the day after my first <font color=""blue"">zoloft</font> i again had <font color=""red"">bad stomach cramps</font>, bad gas and diarrhea."
711483804,false,finalized,3,4/29/15 21:32,impersonal experience,0.6923,caused side effect,1,323,false,,,,,"schedule ii opioid substances, which include hydromorphone, morphine, oxycodone, <font color=""blue"">fentanyl</font>, oxymorphone, and methadone, have the highest potential for abuse and risk of fatal overdose due to respiratory <font color=""red"">depression</font>."
711483805,false,finalized,3,4/29/15 16:52,personal experience,1,caused side effect,0.6522,324,false,,,,,"between the droopy <font color=""red"">face issues</font>, the weight changes from the <font color=""blue"">prednisone</font> and the crazy new hair colors and styles i am always changing to feel pretty again..."
711483806,false,finalized,3,4/30/15 5:58,question,0.6487,caused side effect,1,325,false,,,,,"just wondering - lowered my <font color=""blue"">dose of synthroid</font> - began <font color=""red"">muscle aches</font> and leg jerks only on one sidecan it be from the lower dose"
711483807,false,finalized,3,4/30/15 10:35,personal experience,1,is contraindicated in,1,326,false,,,,,"i'm actually not supposed to take a whole lot of <font color=""blue"">advil</font> because i have <font color=""red"">ulcers</font>."
711483808,false,finalized,3,4/29/15 22:27,personal experience negated,1,caused side effect,1,327,false,,,,,"the <font color=""blue"">flonase</font> doesn't cause give me <font color=""red"">headaches</font> but having clogged sinuses does."
711483809,false,finalized,3,4/30/15 2:33,personal experience,1,is prescibed for,0.6538,328,false,,,,,"dreamchaser, i have been on etodolac, but i that medication made me <font color=""red"">nauseous</font> so during the day if i am uncomfortable at work i take <font color=""blue"">motrin</font>."
711483810,false,finalized,3,4/29/15 19:17,impersonal experience negated,1,was effective against,0.3484,329,false,,,,,"past studies [by independent parties] concluding that <font color=""blue"">steroids</font> are ineffective at promoting <font color=""red"">muscle growth</font> and cause irreversible side effects are not credible and were based on faulty methodology."
711483811,false,finalized,3,4/30/15 1:04,personal experience,1,caused side effect,0.7014,330,false,,,,,"i've been taking <font color=""blue"">microgestin</font> 20 for 3 months now and have noticed i have no sex drive and my <font color=""red"">depression</font> has increased dramatically."
711483812,false,finalized,3,4/30/15 11:12,impersonal experience,1,is prescibed for,0.6926,331,false,,,,,"she is on day 3 of the <font color=""blue"">antibiotic</font> and the <font color=""red"">burning</font> has now essentially disppeared."
711483813,false,finalized,3,4/29/15 17:25,personal experience,1,caused side effect,1,332,false,,,,,"jellybean123 said:								about 6 months after starting <font color=""blue"">pentasa</font> i developed overnight terrible <font color=""red"">joint pain</font>."
711483814,false,finalized,3,4/29/15 17:21,impersonal experience,0.6667,was effective against,1,333,false,,,,,"drinking a lot of water and very little to no pop helps with the <font color=""red"">utis</font> along with a glass of 100% <font color=""blue"">cranberry</font> juice daily."
711483815,false,finalized,3,4/30/15 0:12,personal experience,0.7,caused side effect,1,334,false,,,,,")yesterday because i value their opinion and since he said that <font color=""blue"">coreg</font> worsens <font color=""red"">asthma</font> and i am on coreg why not check it out?"
711483816,false,finalized,3,4/30/15 8:52,personal experience,1,caused side effect,1,335,false,,,,,"my main complain of <font color=""blue"">cymbalta</font> was the <font color=""red"">constipation</font>."
711483817,false,finalized,3,4/29/15 22:21,personal experience,1,caused side effect,1,336,false,,,,,"i don't think the cold feet has anything to do with the <font color=""red"">tingling</font> as i've had them since getting ra and the tingling may be to do with <font color=""blue"">enbrel</font>."
711483818,false,finalized,3,4/29/15 17:33,personal experience,1,is prescibed for,0.62,337,false,,,,,"i am on norethiserone (to stop copious <font color=""red"">bleeding</font>) and maximum dose painkillers (cyclical codiene, paracteamol, tramadol and <font color=""blue"">naproxen</font>)."
711483819,false,finalized,3,4/30/15 8:34,impersonal experience,0.66,caused side effect,1,338,false,,,,,"i know this is an old thread but i am convinced the writer got a <font color=""red"">vaginal yeast infection</font> due to the <font color=""blue"">antibiotics</font> killing off good bacteria as well as the bad."
711483820,false,finalized,3,4/29/15 18:28,impersonal experience,1,is contraindicated in,0.7059,339,false,,,,,"i have heard that you can reintroduce <font color=""blue"">caffeine</font> into your diet once you have gotten rid of your <font color=""red"">anxiety</font>."
711483821,false,finalized,3,4/29/15 20:45,personal experience,1,caused side effect,0.6739,340,false,,,,,"i've been through a lot of meds but finally had to go off <font color=""blue"">mtx</font> due to <font color=""red"">abnormal liver</font> tests."
711483822,false,finalized,3,4/29/15 21:23,personal experience,1,caused side effect,1,341,false,,,,,"as of now i'm <font color=""red"">hyper</font> instead of hypo so my <font color=""blue"">dose of armour</font> was cut down and i also have iron deficiency anemia."
711483823,false,finalized,3,4/29/15 22:34,personal experience,0.6939,is prescibed for,0.6735,342,false,,,,,"before i started <font color=""blue"">nexium</font>, i had <font color=""red"">extreme pain in stomach</font> (burning/aching) whenever i was hungry."
711483824,false,finalized,3,4/29/15 18:46,personal experience,1,caused side effect,1,343,false,,,,,"hi i could not find the related post, but also had <font color=""red"">neuropathy</font>, pins and needles, gastric symptoms, balance problems and so forth after use of <font color=""blue"">flagyl</font> (for 7 days)."
711483825,false,finalized,3,4/29/15 18:46,personal experience,1,caused side effect,1,344,false,,,,,"the only problem was that <font color=""blue"">lamictal</font> caused me to have myoclonic jerks and i also had <font color=""red"">weight gain</font> on it so my dr took me off it."
711483826,false,finalized,3,4/29/15 16:37,personal experience,1,is prescibed for,1,345,false,,,,,"i was recently diagnosed with <font color=""red"">pcos</font> and doc has me on <font color=""blue"">progesterone</font> for 12 days and also had me start metformin on the same day."
711483827,false,finalized,3,4/29/15 19:50,personal experience,1,is prescibed for,0.6735,346,false,,,,,"i used to take <font color=""blue"">ortho-cept</font>, about 10 years ago, right after i found out i had <font color=""red"">cysts</font> all over my ovaries (which explained why i hadn't had a period in a year!"
711483828,false,finalized,3,4/30/15 1:48,personal experience,1,caused side effect,1,347,false,,,,,"somewhere during the same time my thyroid stopped working (hypothyroidism) so i don't know how much <font color=""red"">weight gain</font> was attributed to <font color=""blue"">lyrica</font> and how much to hypothyroidism."
711483829,false,finalized,3,4/29/15 21:10,personal experience,1,is prescibed for,1,348,false,,,,,"hi i take <font color=""blue"">amitriptyline 20mg</font> at night for sleep and pain from my <font color=""red"">stroke</font>, no real side effects now but at first  got muzzy head and dry mouth but that goes away after 3-4 weeks"
711483830,false,finalized,3,4/30/15 2:16,impersonal experience,1,caused side effect,1,349,false,,,,,"i don't know why you are taking <font color=""blue"">topomax</font> with diamox because its an additional risk for <font color=""red"">kidney stones</font>."
711483831,false,finalized,3,4/29/15 19:45,impersonal experience,0.6458,caused side effect,0.6458,350,false,,,,,"exercise and reduced food intake decreases the body's need for insulin and increases the risk of <font color=""red"">hypoglycemia</font> associated with non-medical use of <font color=""blue"">insulin</font>."
711483832,false,finalized,3,4/29/15 17:36,impersonal experience,1,caused side effect,0.6735,351,false,,,,,"when lactobacillus acidophilus is attacked by <font color=""blue"">antibiotics</font>, <font color=""red"">candida proliferates</font> and can change to its pathogenic mycelial form."
711483833,false,finalized,3,4/30/15 10:18,impersonal experience,1,was effective against,0.657,352,false,,,,,"i did find some information on theweb that <font color=""blue"">nicotine</font> has been shown to be effective for <font color=""red"">anxiety</font> and ocd in smallgroup studies, but is a new therapy and not fully studied."
711483834,false,finalized,3,4/29/15 22:02,impersonal experience,1,caused side effect,1,353,false,,,,,"neuro is not listening even though it says in the tysabri leaflet that "" <font color=""blue"">tysabri</font> can increase your chances of getting an unusual or serious <font color=""red"">infection</font> because it can weaken your immune system."
711483835,false,finalized,3,4/30/15 0:50,personal experience,1,is prescibed for,0.6615,354,false,,,,,"umms					replied january 5th, 2009					  				    												    dizziness, earache, jaw bone pain, neck pain, fever and <font color=""red"">headache</font>				    										    																		i am taking <font color=""blue"">meclizine</font>, since last 2 days due to severe dizzy spells.."
711483836,false,finalized,3,4/29/15 18:39,personal experience,1,caused side effect,1,355,false,,,,,"i stopped using <font color=""blue"">clomid</font> a while ago because although it increased my t levels, it also gave me bad <font color=""red"">acne</font>."
711483837,false,finalized,3,4/29/15 21:38,personal experience,1,was effective against,0.6595,356,false,,,,,"one more thing: i also have hypothyroidism and this stopped my <font color=""red"">hair growth</font> in its tracks until starting on <font color=""blue"">synthroid</font> 6 months ago."
711483838,false,finalized,3,4/30/15 10:38,personal experience,0.6615,caused side effect,0.6676,357,false,,,,,"it's not sinus, it could be a cross between a migraine headache and <font color=""red"">headache</font> from the <font color=""blue"">butrans patch</font>."
711483839,false,finalized,3,4/30/15 10:18,personal experience,1,is prescibed for,1,358,false,,,,,"i started to have some slight <font color=""red"">discomfort</font> again and my doctor put me on <font color=""blue"">cipro 500mg</font> twice a day for seven days."
711483840,false,finalized,3,4/29/15 18:59,personal experience,0.6667,caused side effect,1,359,false,,,,,"<font color=""blue"">lantus</font> caused a lot of <font color=""red"">burning</font> for my cwd."
711483841,false,finalized,3,4/30/15 1:06,personal experience,1,caused side effect,0.6533,360,false,,,,,"i>took ibuprofen, aleve, and <font color=""blue"">naprosyn</font> for several months and ended up with<font color=""red"">>upper gi bleeding</font>."
711483842,false,finalized,3,4/29/15 16:37,impersonal experience,0.6596,caused side effect,1,361,false,,,,,"<font color=""blue"">lyrica</font> is the most effective medication for neuropathy, but it's expensive and has annoying side effects like bloat, fatigue and <font color=""red"">weight gain</font>."
711483843,false,finalized,3,4/30/15 3:27,personal experience,1,caused side effect,1,362,false,,,,,"i believed the awful <font color=""red"">headaches</font> were caused by the <font color=""blue"">cefadroxil</font> medication."
711483844,false,finalized,3,4/29/15 18:15,personal experience,1,caused side effect,0.6735,363,false,,,,,"i just tell my bf that i'm having a bad <font color=""blue"">mtx</font> day and give myself a little break that night, take some meds for slight fever and <font color=""red"">nausea</font>, skip the gym and head to bed."
711483845,false,finalized,3,4/30/15 4:00,impersonal experience negated,1,caused side effect,1,364,false,,,,,"remember, do not blame <font color=""blue"">insulin</font> on <font color=""red"">weight gain</font>."
711483846,false,finalized,3,4/30/15 1:09,personal experience,1,other,0.6575,365,false,,,,,"re: statinsi started on simvastatin a couple of months ago, and got such severe <font color=""red"">muscle pains</font> that my doc switched me to <font color=""blue"">pravastatin</font>."
711483847,false,finalized,3,4/29/15 22:25,personal experience,0.7059,was effective against,0.6471,366,false,,,,,"i have been given prescriptions for grifulvin cream which cost me $145 for a <font color=""red"">skin rash</font> and was also told once that i had folliculitus (vaginal area) from shaving and was given <font color=""blue"">nystatin</font> and antibiotics."
711483848,false,finalized,3,4/30/15 1:48,personal experience,1,caused side effect,1,367,false,,,,,"i broke out in a <font color=""red"">rash</font> a few days after taking <font color=""blue"">imuran</font>."
711483849,false,finalized,3,4/29/15 17:47,question,0.6522,caused side effect,1,368,false,,,,,"that article said that <font color=""blue"">prozac</font> was found to have caused <font color=""red"">akathisia</font>, what if that was what i was having, like in a milder form??"
711483850,false,finalized,3,4/29/15 20:28,impersonal experience,0.6875,caused side effect,1,369,false,,,,,"if you've been careful and take the <font color=""blue"">ativan</font> only when you really need it, <font color=""red"">addiction</font> would probably never have been a problem for you anyway."
711483851,false,finalized,3,4/29/15 23:29,personal experience,0.6525,other,1,370,false,,,,,"i'm <font color=""red"">allergic</font> to humira which is in the same family as remicade but i was able to take <font color=""blue"">enbrel</font> without problems."
711483852,false,finalized,3,4/29/15 22:11,personal experience,1,caused side effect,1,371,false,,,,,"in her case, it was found that <font color=""blue"">vaccines</font> ""significantly aggravated an underlying mitochondrial disorder,"" resulting in a brain disorder ""with features of <font color=""red"">autism spectrum disorder</font>."
711483853,false,finalized,3,4/29/15 16:32,personal experience,1,caused side effect,1,372,false,,,,,"i really believe the <font color=""blue"">prozac</font>'s side effects were becoming a nightmare in themselves, with the anxiety, nervousness, <font color=""red"">twitching</font> and total sexual disfunction,i believe the prozac was responsible for!"
711483854,false,finalized,3,4/29/15 19:43,personal experience,0.6471,is contraindicated in,0.3529,373,false,,,,,"i'm not having any <font color=""red"">stomach issues</font> with or without food and just want to take <font color=""blue"">metformin hcl</font> the way it will work best and best for me."
711483855,false,finalized,3,4/30/15 6:41,personal experience,1,was effective against,0.6531,374,false,,,,,"i find this especially disturbing because i have been on <font color=""blue"">tenormin</font> for about ten years and when doctors have tired to change my meds i get <font color=""red"">extreme anxiety attacks</font> and must resume the tenormin."
711483856,false,finalized,3,4/29/15 20:53,question,1,is prescibed for,0.6792,375,false,,,,,"does anyonet think that <font color=""blue"">wellbutrin</font> would be better for the <font color=""red"">sweating</font>?"
711483857,false,finalized,3,4/29/15 20:08,personal experience,0.698,was effective against,0.3758,376,false,,,,,"now from the <font color=""blue"">isoniazid</font> since it went away and also helped inflammationfrom the <font color=""red"">liver damage</font> frmo the isoniazid."
711483858,false,finalized,3,4/29/15 16:45,impersonal experience negated,0.6667,is contraindicated in,0.3333,377,false,,,,,"taking a ppi like <font color=""blue"">nexium</font> is supposed to help heal ulcers and some esophagal traumas caused by acid, but not a <font color=""red"">hernia</font>."
711483859,false,finalized,3,4/30/15 8:02,personal experience,1,caused side effect,1,378,false,,,,,"had to call in all the pulmonologists but  from what he saw i was sooooo red and irritated  and eww i have <font color=""red"">thrush</font> like every week from all the <font color=""blue"">steroids</font>."
711483860,false,finalized,3,4/30/15 10:41,impersonal experience,0.66,is prescibed for,1,379,false,,,,,"i heard he is peddling <font color=""blue"">seroquel</font> door to door for anyone who might be having difficulty with headaches or <font color=""red"">arthritis</font> and telling them to stay sedated until they feel better."
711483861,false,finalized,3,4/30/15 4:47,personal experience,1,caused side effect,0.6757,380,false,,,,,"i was on <font color=""blue"">topomax</font>, had depression and <font color=""red"">anorexia</font> (not wanting to eat)."
711483862,false,finalized,3,4/29/15 18:28,impersonal experience,1,caused side effect,1,381,false,,,,,"when u lactate while not pregnant, its called <font color=""red"">galactorrhoea</font>, and <font color=""blue"">depo</font> is famous for causing it.."
711483863,false,finalized,3,4/30/15 6:28,impersonal experience,0.68,caused side effect,0.66,382,false,,,,,"she is a type 2 on lantus and novolog injections, and her doctor just put her on <font color=""blue"">victoza</font> and told her she may have <font color=""red"">low blood sugars</font>."
711483864,false,finalized,3,4/30/15 2:14,personal experience,1,caused side effect,1,383,false,,,,,"my dr put me on <font color=""blue"">synthroid</font> generic and it made me jittery and <font color=""red"">anxious</font> and i could feel something like maybe heart palpitations."
711483865,false,finalized,3,4/29/15 16:49,personal experience,1,was effective against,1,384,false,,,,,"hi, i take <font color=""blue"">omeprazole</font> as starburst does and my <font color=""red"">ibs</font> isn't as bad as it used to be thank goodness!"
711483866,false,finalized,3,4/29/15 16:41,personal experience,0.6809,is prescibed for,0.6596,385,false,,,,,"environmental - smokei am also taking atarax 50mg and <font color=""blue"">sinequan 10mg</font>, both to try to help the <font color=""red"">itch</font> and neither have helped."
711483867,false,finalized,3,4/29/15 16:42,personal experience,0.3725,other,0.6863,386,false,,,,,"it is very possible that you are addicted to <font color=""blue"">narcotics</font>, but it may be a medical <font color=""red"">addiction</font>, rather than the traditional way of thinking about addiction."
711483868,false,finalized,3,4/30/15 3:31,personal experience,1,other,0.6981,387,false,,,,,"tomorrow i get my sugar tested because they think im <font color=""blue"">insulin</font> resistant(sign of <font color=""red"">pcos</font>) i dont wish i have pcos but im hoping i get some answers tomorrow."
711483869,false,finalized,3,4/29/15 17:00,personal experience,1,caused side effect,1,388,false,,,,,"when i was on <font color=""blue"">entocort</font> last year i had horrible horrible foot & <font color=""red"">leg cramps</font> and tingling in my fingers."
711483870,false,finalized,3,4/29/15 23:18,impersonal experience,0.6327,caused side effect,0.6939,389,false,,,,,"went to lunch and o says she doesn't care how ugly or <font color=""red"">itchy</font> she is she isn't dropping <font color=""blue"">remicade</font>."
711483871,false,finalized,3,4/30/15 1:18,personal experience,1,caused side effect,1,390,false,,,,,"i also cannot take any of the antidepressants that deal with norepinephreine and serotonin (like <font color=""blue"">elavil</font> and effexor) because they make me <font color=""red"">agitated</font>."
711483872,false,finalized,3,4/29/15 21:53,personal experience,1,caused side effect,1,391,false,,,,,"the <font color=""blue"">anesthesia</font> was the only part of surgery that bothered me -- left me feeling very tired and <font color=""red"">fatigued</font> for about 3-4 weeks after."
711483873,false,finalized,3,4/29/15 18:31,impersonal experience,1,was effective against,0.6379,392,false,,,,,"during pregnancy your <font color=""blue"">progesterone</font> goes way up and that hormone helps so much with depression & <font color=""red"">anxiety</font>."
711483874,false,finalized,3,4/29/15 18:32,impersonal experience,0.6739,is prescibed for,0.6739,393,false,,,,,"if you think you may be pregnant, you need to take a baby <font color=""blue"">asprin</font> a day to prevent <font color=""red"">miscarriage</font>."
711483875,false,finalized,3,4/29/15 18:32,personal experience,1,caused side effect,1,394,false,,,,,"but then when i went on <font color=""blue"">zoloft</font>, it did wonders, totally alleviated my anxiety, yet i was plagued with terrible <font color=""red"">sexual dysfunction</font>..."
711483876,false,finalized,3,4/30/15 2:18,personal experience,1,caused side effect,1,395,false,,,,,"dennis, i am not using motrin but i am on <font color=""blue"">methadone</font>, when i was on a higher dose (90-120mg) a day i constantly had <font color=""red"">hot flashes</font>."
